	mean	se_mean	sd	X2.5.	X25.	X50.	X75.	X97.5.	n_eff	Rhat
eta_[21]	-0.50247920705956	0.00178443793443715	0.180025244794185	-0.851840907308931	-0.623046404043727	-0.504047556713231	-0.382293467974775	-0.145289136459586	10178.034673677	1.00009086204394
eta_[22]	-0.742138542031793	0.00181525338621474	0.177954311463688	-1.09256112640891	-0.861333520290808	-0.74033640686635	-0.622785791245468	-0.397268652139214	9610.42332001761	1.00035441834176
eta_[23]	-0.307903933185166	0.00190127824503718	0.1772670685221	-0.652521624322435	-0.426716274518317	-0.308123130839088	-0.19110400869577	0.0471858476915956	8692.9016833634	1.00052874598981
eta_[24]	-0.933428102636144	0.00193370157930384	0.183770573990469	-1.30250106662456	-1.05406282857954	-0.931483724144081	-0.808613583226773	-0.578561111047951	9031.77354178554	1.00032056227986
eta_[25]	0.206735463012585	0.00262798196989892	0.183873534374683	-0.147663926122676	0.08117113202553	0.203742811836986	0.329227493154922	0.572541702526054	4895.46201981155	1.00084898563426
eta_[26]	-0.886700466963976	0.00187846212928013	0.181517039852963	-1.24213391768182	-1.00736113333935	-0.88617622981921	-0.76532305276865	-0.529532272057546	9337.48491661479	0.999803769907437
eta_[27]	-0.308060934468617	0.00189752998324591	0.178016645106857	-0.656233689048067	-0.426944257566921	-0.309317492384074	-0.190092482262337	0.0404007484008068	8801.24134361935	1.0002662914521
eta_[28]	-1.36516211458221	0.00276254458012687	0.206902147847363	-1.78273956979321	-1.50329626637552	-1.36019846600399	-1.22287371819336	-0.98000862745988	5609.33539139306	0.999980348160359
eta_[29]	0.00926732475049709	0.00238492609412338	0.184133953388789	-0.348523389876163	-0.115098009879476	0.00704971826962708	0.130715484673115	0.372674484331046	5960.98329261134	1.00025643727612
eta_[30]	-0.722663851473375	0.00191250898095911	0.178870923629965	-1.07099796483281	-0.842416932126416	-0.723303901807214	-0.603286240734204	-0.371658775439059	8747.27001254887	1.0000459949926
eta_[31]	-0.546008737081764	0.00178282750259698	0.180539114573376	-0.901184325837217	-0.66716753529543	-0.546961924542533	-0.423864082812436	-0.190038666136005	10254.7237684581	1.00006060198546
eta_[32]	-0.658509503770189	0.00171181817943307	0.175237112625153	-1.00234505869374	-0.776548335691593	-0.658853394345505	-0.541118441338263	-0.313893829346448	10479.4118517995	1.0000254364899
eta_[33]	-0.764545278299929	0.00183286803977086	0.181550772033306	-1.12039981912016	-0.884706000085753	-0.763849506628258	-0.642588373792254	-0.407666390939491	9811.46374465643	0.999939242609473
eta_[34]	-0.408459624254576	0.00198599095164231	0.173978555712247	-0.74805698000647	-0.526076442560214	-0.408692650302348	-0.291593078625916	-0.0624785290151544	7674.26711574176	1.00024148984699
eta_[35]	-1.38709874155482	0.00281153519272849	0.204367052900552	-1.79997651313324	-1.52425199148478	-1.38133730191102	-1.24633339765639	-1.00099381766431	5283.6582111982	1.00029663520722
eta_[36]	-1.21580529532495	0.00239903634783154	0.195539946949968	-1.61986259142982	-1.34507661981695	-1.21249552327625	-1.08374052166223	-0.842813839756717	6643.50597617702	1.00054853861492
eta_[37]	-0.409462235000669	0.00188328569186466	0.175942214267666	-0.752986104426639	-0.527680020861777	-0.410310875711862	-0.291638438642017	-0.058998266079708	8727.85842479074	1.00006720341725
eta_[38]	-0.416612051746803	0.00178216310816458	0.177588576244858	-0.761229761413964	-0.535792583786034	-0.416835197693319	-0.29688977035493	-0.0694600243888173	9929.67770141263	1.00003367771712
eta_[39]	-0.986713035235677	0.00203307744357003	0.183190013054256	-1.35460505705983	-1.10728726037893	-0.983076795890178	-0.863051963103517	-0.637160526791728	8118.87291038672	0.999977805635903
eta_[40]	-0.409453788858771	0.00185971687899371	0.178834463918991	-0.75665166272124	-0.529968509066937	-0.410887778208529	-0.290554041502384	-0.0506089204874773	9247.16844593826	0.999959393509752
eta_[41]	-0.738406816522279	0.00182082418603053	0.177827128715044	-1.0904285325992	-0.857719034224685	-0.737004645554897	-0.619589633592438	-0.390592877034883	9538.05901962039	1.00003468387887
eta_[42]	0.669584138361129	0.00352224892413421	0.196456983488974	0.296061541933491	0.53634804697347	0.664388057982829	0.798996580709741	1.06701291016633	3110.96304683165	1.00160902018702
eta_[43]	-0.727581948319338	0.00190797593909542	0.17804018862377	-1.07734092501075	-0.846322992458326	-0.727833341796269	-0.608562890445988	-0.377612558253068	8707.4362624382	1.00032705156106
eta_[44]	-1.31026434922002	0.00271397172299056	0.199148685165562	-1.71303226904945	-1.43981028394611	-1.30467297363711	-1.17283764238539	-0.934926624502057	5384.4859741887	1.00023518259872
eta_[45]	-0.616469449023061	0.00178240236125779	0.180763602697334	-0.96761893024182	-0.739253176248708	-0.614805360522536	-0.496734084244662	-0.258108765999838	10285.146431069	1.00000421514818
eta_[46]	-0.0669233124081481	0.00234327882652211	0.182688728467624	-0.415558366128631	-0.192397552382369	-0.0691127398462707	0.0544962389832108	0.297618150880993	6078.20816317578	1.00047828952163
eta_[47]	-0.528748998019498	0.00189992236490768	0.176876080122296	-0.877957098533152	-0.646184866755456	-0.526750512080736	-0.410514438006234	-0.18038646369405	8666.95416464843	1.00023809355335
eta_[48]	-0.0347828022554637	0.00228443628275035	0.180616203985467	-0.381271484810878	-0.158214343309944	-0.036160014456213	0.0842204684582114	0.321497157382571	6251.08382070056	1.00094431148231
eta_[49]	-1.6693768893919	0.00314436297104029	0.212998583386898	-2.08647589379251	-1.81234677326793	-1.66948831069256	-1.52192898957002	-1.2566611892577	4588.68328748113	1.00060246010286
eta_[50]	0.214586860950014	0.00255059515019409	0.152170494342638	-0.0782931540469793	0.110485212866461	0.211464696811119	0.315584433017351	0.521126144746064	3559.40858683573	1.00099766797122
eta_[51]	-0.98675209379465	0.00193391340312953	0.184091491091563	-1.35477349669646	-1.10651074497997	-0.985324372491202	-0.861533362178592	-0.634305169544428	9061.35998486674	1.00007765713541
eta_[52]	-0.391551485820413	0.00183775387771729	0.178797922682611	-0.740424129395989	-0.511963864173197	-0.390721327252749	-0.270624019081355	-0.0360383619055219	9465.64563797826	1.0003564226181
eta_[53]	-0.529348690330149	0.00178631577841636	0.175692451715421	-0.87387027913898	-0.647462403002951	-0.527792022467894	-0.410682828589487	-0.188506947515089	9673.63591462426	1.00009275471393
eta_[54]	-0.42141843907354	0.00182072637021407	0.177353134752305	-0.768457957123943	-0.542638084912887	-0.422357712159217	-0.303282022612384	-0.0698844440694701	9488.2992558062	1.00009707427083
eta_[55]	-0.745345122293662	0.00168344821388493	0.17605565950637	-1.09243360105335	-0.862730682641499	-0.746343494869169	-0.627784604894585	-0.399378666708036	10937.0565752233	1.00008236444048
eta_[56]	-2.23930855742669	0.00449904272357226	0.200186699264475	-2.63778752274396	-2.37353831453512	-2.23439965520112	-2.1021125745245	-1.8594919465975	1979.84049579549	1.00129416216891
eta_[57]	-0.454926483870442	0.00180368251365274	0.178474486044103	-0.802615253626473	-0.575054042846357	-0.454245190130689	-0.334875848129073	-0.105269388763259	9791.11361662964	1.00009104671434
eta_[58]	-1.26756326015245	0.00258799686932272	0.196987094789892	-1.67171015264035	-1.39562238983546	-1.26215723863067	-1.13286637372543	-0.893517169808563	5793.59399154937	1.00029881332309
eta_[59]	-0.606580086163277	0.0018289003461002	0.17696554330813	-0.954899217266915	-0.726270059988723	-0.606545484134039	-0.486560562652924	-0.26032846976339	9362.61884209128	1.0001478176669
eta_[60]	-0.0431790593311917	0.00225617863228176	0.181891403864035	-0.391166841386084	-0.166057526353267	-0.0463763906204668	0.0770154240303378	0.318893202468285	6499.46165987857	1.00033739705876
eta_[61]	-0.384583222301379	0.00181944827153533	0.177544850476144	-0.73124268574286	-0.502823897463586	-0.385621726280447	-0.266693811028201	-0.0366448770439895	9522.18764689495	1.00034023876726
eta_[62]	-1.30061564102638	0.00253953289088842	0.20050430482669	-1.71070720760325	-1.43061986353544	-1.29211466951988	-1.16245768996796	-0.923121984783411	6233.61130870634	1.00002202679153
eta_[63]	-1.36328013381724	0.00272053026803618	0.202617863978247	-1.77538385345796	-1.4960219188657	-1.35857169931417	-1.22370837872388	-0.980936769258918	5546.87451433056	1.00017474611553
eta_[64]	-1.37157075069556	0.00265899500210052	0.202487473705373	-1.78271402583468	-1.50588122421733	-1.36741034511408	-1.23170167177818	-0.980811042075256	5799.10913596955	0.999947065556115
eta_[65]	-2.60410408021118	0.0050633029624894	0.206556088553215	-3.02445220191206	-2.73818314708194	-2.59976285478752	-2.46162384572348	-2.21447877395369	1664.2101777028	1.00235945654159
eta_[66]	-2.57507026059936	0.00546012775433153	0.207540546400296	-2.99447006145766	-2.71097239066652	-2.57041430682756	-2.43215275305427	-2.19002074545462	1444.77528221741	1.00156890260029
eta_[67]	-2.24302102680198	0.00474035521232351	0.203174549036819	-2.64980267143766	-2.37759561933128	-2.23818343835742	-2.10442582541615	-1.85119830747471	1837.03248668157	1.00181291169431
eta_[68]	-2.16533770556067	0.00433224385789183	0.19998313817663	-2.56565779603386	-2.29704789102533	-2.1597489164669	-2.02870374516365	-1.78944041074751	2130.88969400312	1.00128243121254
eta_[69]	-1.84421668422409	0.00389955667518403	0.206692015367566	-2.25170959027017	-1.98280256414939	-1.84450777115607	-1.7044184611512	-1.44064290890877	2809.42166061856	1.00098293750218
eta_[70]	-2.71525185735876	0.0055867100293673	0.210536890764204	-3.14885073449054	-2.85355434459232	-2.70969229309192	-2.57042803941745	-2.3212183150399	1420.18247414252	1.00163207053562
eta_[71]	-1.57690911361416	0.00303465208374898	0.210614721807124	-1.98980360173866	-1.71976891730319	-1.57237181601452	-1.43240205097302	-1.17820207454444	4816.81131985605	0.99998116713541
eta_[72]	-1.41188829095789	0.00265934060343977	0.207506568833463	-1.82377856143498	-1.55147697129179	-1.40674249415911	-1.26809633804104	-1.01717420663375	6088.57653421231	1.00029040437207
eta_[73]	-1.98386262457219	0.00383575392405217	0.199319577945562	-2.37683279471766	-2.11771909782443	-1.9825938135408	-1.84907086397989	-1.59248183044561	2700.21559863767	1.00083657143581
eta_[74]	-1.17528858212863	0.0022985361047764	0.193849244462538	-1.57336042866775	-1.29844984464216	-1.17164124282226	-1.04529986782791	-0.807073848712502	7112.55381681413	1.00021799596533
eta_[75]	-0.197320752157424	0.00197170464794169	0.178912314229921	-0.545717889712732	-0.316760249782839	-0.200279875884074	-0.0772744315230753	0.154150735189635	8233.7323647884	0.999985526156462
eta_[76]	-2.47132717402032	0.0049382249872597	0.203265427256545	-2.88383410427508	-2.60298548345709	-2.46411445077492	-2.33427651381677	-2.09029499778298	1694.28040897512	1.00164135896847
eta_[77]	-0.583236193647205	0.00177167557330318	0.177421571204184	-0.934776534365189	-0.701829145323194	-0.581481391135144	-0.462954933067204	-0.237914081154278	10028.6955437906	1.00013163771287
eta_[78]	-0.659450420727997	0.00180206479462384	0.17836279203616	-1.01037044168436	-0.778874084252914	-0.658818322158687	-0.539988213940152	-0.313137761374772	9796.42729000896	1.00025007724831
eta_[79]	-2.25296516704207	0.00450108595644519	0.202068198660359	-2.66487168401626	-2.38477433808661	-2.24646749078853	-2.11739153630316	-1.86722893797982	2015.40033581328	1.0009176743954
eta_[80]	-2.55133809096106	0.00487908718834992	0.205699284241817	-2.96893880622621	-2.68782222882339	-2.5445999513054	-2.40978970844366	-2.16641707106995	1777.41320818534	1.00144659724464
eta_[81]	-2.54335084328089	0.00504827563907493	0.207358556517252	-2.9671762938791	-2.67845987129652	-2.53737426013536	-2.40033960015419	-2.15884431475434	1687.16595247503	1.00155010781974
eta_[82]	-2.82342111314826	0.00583173465220609	0.212647800327264	-3.26006718703664	-2.96139376693371	-2.81724444227222	-2.67769109936338	-2.42423678192287	1329.61614255304	1.00155105949128
eta_[83]	-2.35396202680613	0.00461090550477239	0.19978198243104	-2.76269132559965	-2.48550901576356	-2.34752126517881	-2.21563193480487	-1.9776251217307	1877.32815175268	1.00154555801742
eta_[84]	-0.797195723630929	0.00168662975308068	0.176030393462796	-1.14735023430189	-0.912352016561489	-0.7973236423653	-0.679946551163853	-0.453476630447195	10892.7065759593	1.00001835834378
eta_[85]	-0.632582551641399	0.00187041498562244	0.176448895913315	-0.972650024005063	-0.752263290001495	-0.632925488265623	-0.512951157251038	-0.283175923803858	8899.42492423173	0.999927913902356
eta_[86]	-2.62249492589522	0.00544379728748201	0.206247530135541	-3.04498565157633	-2.75897996842589	-2.61767552963435	-2.48035154759	-2.23638107477666	1435.40225185697	1.00221577656396
eta_[87]	-1.96953520413101	0.0036987259961929	0.201378050506978	-2.36914692356864	-2.10301605018013	-1.96783179325766	-1.83413195755123	-1.5793011226734	2964.28492262604	1.00063385350807
eta_[88]	0.401284027064184	0.0029973597711743	0.18873899312213	0.0380882879356236	0.274026694296259	0.397034910945554	0.52184273185872	0.782599513747753	3965.02125175255	1.00078875709727
eta_[89]	-2.48277779719154	0.00471908378361404	0.202398759576593	-2.89273373949902	-2.61591434296977	-2.47994638575786	-2.34502417259549	-2.09399358437671	1839.50222371436	1.00160024371707
eta_[90]	-0.424335530980942	0.00182571013629771	0.179113161073655	-0.777993721773307	-0.542261735152591	-0.423873874671314	-0.305477638985747	-0.0697709528573145	9624.79179731384	1.00023706386105
eta_[91]	-0.58221044241325	0.00180752120872982	0.180520170379603	-0.936444174269028	-0.703745179257567	-0.582612856953066	-0.463093347272221	-0.222019544540098	9974.35143036672	1.00004788518797
eta_[92]	-1.9594496837693	0.00378636253597731	0.20235348325187	-2.36537063992872	-2.09360391093357	-1.95760769797425	-1.82368111733388	-1.57244347487198	2856.12348607176	1.00098850183722
eta_[93]	-0.28861504597401	0.00201461631283916	0.177970974990392	-0.629372663850886	-0.407897455307561	-0.289591119449318	-0.169629646917165	0.0629593780727672	7803.93542169803	1.00033222889804
eta_[94]	-0.497074156684273	0.00185679297669145	0.175847373307316	-0.842184726841799	-0.614659661125356	-0.496677245923453	-0.380656164652686	-0.148731204382499	8969.0160569921	0.99991953914799
eta_[95]	-2.68924814294843	0.00572281285237701	0.208641347670676	-3.11972607825736	-2.8232063059879	-2.68347061273998	-2.54616389407972	-2.29879205481447	1329.17349033037	1.00164099183037
eta_[96]	-0.918346936746767	0.00186449046776426	0.180908282664279	-1.28287564804923	-1.03601652517084	-0.916901126640214	-0.79905889979524	-0.564186122997262	9414.48498618889	1.0000632133873
eta_[97]	-2.80249758213283	0.00582736327680062	0.21336431888552	-3.23661600424432	-2.9419259975495	-2.79547766439807	-2.65582683097777	-2.40025225553809	1340.60057652377	1.00172544055275
eta_[98]	0.0520798772216326	0.00238655604157475	0.182955275810216	-0.302767135382371	-0.0711451632947856	0.0490696859284704	0.174841996559926	0.411601823958124	5876.87699863343	1.00065753531425
eta_[99]	-0.464978827681885	0.00200029740603128	0.179520493782617	-0.816211142284963	-0.585471851273138	-0.466917228107329	-0.345788039487946	-0.109579102490204	8054.50628513457	1.00020402576672
eta_[100]	-2.63192707581056	0.00550731251104538	0.207054154801135	-3.04911554534364	-2.77271346432449	-2.62516228996064	-2.48729698061499	-2.24032697446065	1413.4760590291	1.00184646072397
eta_[101]	-0.300491284848652	0.00190837738345244	0.18076724561151	-0.645521229111689	-0.423534093683896	-0.30284419846745	-0.180634750923499	0.0590042082512192	8972.4481901405	1.00007461036339
eta_[102]	0.17346786458195	0.00255495748444282	0.184925930432709	-0.179989120904958	0.0477334263944177	0.172830665186864	0.293721112592046	0.542941694821777	5238.75718620749	1.00053186319892
eta_[103]	-1.71213388512613	0.00328187886461959	0.209391155573076	-2.11573373764311	-1.85406000129738	-1.7126449933238	-1.57014919907199	-1.29957410720051	4070.72320846841	1.00056062376074
eta_[104]	-0.128875679254686	0.00217700820417177	0.180883425739174	-0.473638770946792	-0.252484461764053	-0.131211112025598	-0.00774069257398806	0.230406975915174	6903.6285732448	1.0003624937972
eta_[105]	-0.148856569929889	0.00201967809960429	0.147530560237036	-0.431021397162143	-0.248967215992619	-0.150665474078805	-0.0508457719998562	0.145552678091243	5335.80157371242	1.00062691192927
eta_[106]	-0.147665092975835	0.00204437361445589	0.179182512142366	-0.495155080883048	-0.26866393375711	-0.14932026706566	-0.0284490525696189	0.209705055285943	7681.93641264813	1.00008317874899
eta_[107]	0.186920921204452	0.00262905150612976	0.181804897162437	-0.155944018760691	0.0622757490349662	0.184487628891111	0.308915350065019	0.549490126253985	4782.03737026824	1.00112532690018
eta_[108]	-2.50516960818351	0.00509640479468074	0.20330390836737	-2.92166510609485	-2.63712286707796	-2.49946580132265	-2.36696209406265	-2.12897924671824	1591.34236271926	1.00162719685
eta_[109]	-0.0633370372973667	0.00232579066656602	0.213370751165209	-0.477805163888547	-0.206422790497517	-0.0660378769359114	0.0791477196230201	0.358110501274366	8416.44181851046	1.00046801176838
eta_[110]	-0.332478681797188	0.00199075223700798	0.208130089205235	-0.738575881820295	-0.472976590169893	-0.333466895711688	-0.1924927852701	0.0778670663679679	10930.3813900366	1.00016890492272
eta_[111]	0.227204105493602	0.00283898685002301	0.217069934031698	-0.189180478679492	0.0814653469830989	0.226976490511277	0.369676799020552	0.664902410904799	5846.18543634347	1.00049110132959
eta_[112]	-1.67999162693482	0.00332402494394431	0.258762903357029	-2.19412915868301	-1.85456699159056	-1.68261725953953	-1.50196667281621	-1.18160728754347	6060.03988330533	1.00037027889625
eta_[113]	-0.550747906107644	0.00197083981365578	0.211942882762724	-0.965386583094418	-0.693445161419667	-0.550924760624666	-0.408460912472463	-0.135960929699065	11564.7172820183	1.00006944411952
eta_[114]	-2.41618582099663	0.00489762802303667	0.231801200376906	-2.89153264293206	-2.56830106639387	-2.40924152749898	-2.26046874681002	-1.97683188597835	2240.06059724628	1.00130645199922
eta_[115]	-2.67741635312822	0.00537721859100669	0.234630101565397	-3.15109862333638	-2.83062287787155	-2.67031041786708	-2.5158000402638	-2.23544147759796	1903.93481010494	1.0016256527518
eta_[116]	-1.01155008392232	0.00213689605623736	0.222623554850551	-1.46727625371128	-1.15428290160639	-1.00709941948678	-0.860830958904807	-0.594111483519992	10853.6404727372	1.00002673278153
eta_[117]	0.15548988729367	0.00264579137388833	0.216090975890311	-0.260247804626449	0.00889541614987224	0.151805803955159	0.296856813484624	0.59084417865239	6670.5565346169	1.00036305204456
eta_[118]	0.0769295325314872	0.00241678510284419	0.2152974532419	-0.33584437441863	-0.0701115796566948	0.0736613897799683	0.222575038202053	0.506984193947849	7936.00101367851	0.999926073246378
eta_[119]	0.300499933924917	0.00289393505311269	0.219686119577409	-0.122829472263909	0.150670494181642	0.298120081325168	0.446178392760811	0.737482521418873	5762.7220761799	1.0004658189228
eta_[120]	0.516018880968446	0.00335524875735439	0.22264834603434	0.0904293907734465	0.364321527132367	0.510385769548547	0.660292905430593	0.965893212546696	4403.41379030728	1.00044854602928
eta_[121]	0.680089978785902	0.00373326732877606	0.226345308308579	0.254615906067314	0.524415379015649	0.678113145040824	0.831263593440073	1.13304355899283	3675.90953216933	1.00088082913394
eta_[122]	-0.00901365468500656	0.00236246028317045	0.211750450481468	-0.421268026408888	-0.152157735489407	-0.00815703703118891	0.130891262511704	0.409069371000607	8033.77480376686	1.00023470302881
eta_[123]	0.094683118179983	0.00248091493171317	0.21518635945447	-0.313608982066579	-0.0518647046099097	0.0909029856383075	0.238787025915064	0.525180018621513	7523.25409880599	1.00052824695755
eta_[124]	-0.0228008175261171	0.00228789699727581	0.210723568259815	-0.435022372387493	-0.168062284326216	-0.0241584384834232	0.121220565676942	0.390181330210883	8483.0746129256	1.00011711171436
eta_[125]	-2.69028503429805	0.0055486870306481	0.237575632371463	-3.16534508127182	-2.84694963368826	-2.68551088464593	-2.52752144434545	-2.23715601511562	1833.25690280938	1.00177567563334
eta_[126]	-0.0397617663495972	0.002268558187843	0.211055736201016	-0.445055374879585	-0.183220783261136	-0.0414538710077042	0.0998571079723893	0.379822371777712	8655.54610006806	1.00012884956307
eta_[127]	-0.160668026517759	0.00229014219812911	0.211979390582111	-0.574550424597889	-0.302619314871381	-0.161274290461432	-0.0213299608067854	0.260189001386348	8567.66309154828	1.0001276867145
eta_[128]	0.664502555162244	0.00365240615027074	0.22604070590614	0.232295931441465	0.510321483538343	0.659056283664802	0.814857297903832	1.11604254995703	3830.14467667829	1.00064269128689
eta_[129]	-3.03110158769956	0.00627417724151258	0.247334279271509	-3.53123224981215	-3.19283433234232	-3.02463286837524	-2.86335007299334	-2.55915806792164	1554.01446483976	1.00143943123688
eta_[130]	-0.0845484444240653	0.00217906467512994	0.214220526303234	-0.500313857259531	-0.228368466936023	-0.0863113678306095	0.0573180583035554	0.345853777142836	9664.55636192907	1.00009312476447
eta_[131]	-0.105975642429831	0.00221665972462155	0.214237429102082	-0.518500436206588	-0.251396168247506	-0.109325014324835	0.0348405150761421	0.319633186346003	9340.98415031168	1.00052540717964
eta_[132]	-2.82423486448586	0.00548513844604667	0.242707388940724	-3.31525788372738	-2.98669860566649	-2.81915168518509	-2.65926499832381	-2.36588045153289	1957.90136321296	1.00110938568087
eta_[133]	0.598802514558304	0.00347705947682439	0.22561491250206	0.174993124337637	0.445063318406866	0.595063473462634	0.747204294227501	1.05708493251518	4210.28373788016	1.00090270726658
eta_[134]	-0.206757284899094	0.00197532304946077	0.211046415968023	-0.615307896337921	-0.349534374067316	-0.207682577991518	-0.0691640704030561	0.217222611506821	11415.09945633	1.00024748461227
eta_[135]	-3.06713629297762	0.00599410634147122	0.252324822329405	-3.58080210746884	-3.2340041288231	-3.06085837546791	-2.89271308642577	-2.59442843447032	1772.02998019454	1.00171106735701
eta_[136]	0.468500965581929	0.00317109337134195	0.221868776072541	0.0403203697907573	0.317865841879576	0.467619322665115	0.613101092277544	0.914817534598041	4895.24368243463	1.00061214437044
eta_[137]	0.061492824896231	0.00259693882587091	0.213150836438012	-0.351235399935263	-0.082288484502305	0.0574084871372374	0.202842889880809	0.488249896787976	6736.75329808826	1.0004965324797
eta_[138]	0.257470612950803	0.0028643447938353	0.214434089945809	-0.153778282211267	0.111537456961422	0.25073735663338	0.398986459897977	0.690019042390214	5604.50251842031	1.00071686555642
